606	2620	9756	3842	1527	
1	4655	7592	1033	2266	
2763	4997	207	316	1992	
849	1301	104	786	991	
4456	2459	2821	3427	6329	
2968	3926	8384	8468	2242	
500	2229	5400	9092	2158	
696	5424	5286	6210	6217	
133	162	247	488	1186	
207	316	1992	2620	2902	
609	5481	3234	5654	8889	
840	434	383	776	1688	
4391	2311	8594	7821	8901	
1545	9958	7488	7805	147	
8253	6883	8288	9539	1953	
1731	5736	2708	3875	1659	
125	162	247	488	1186	
696	8030	3658	1159	2007	
0	
7087	7805	125	133	162	
3842	260	4034	3285	316	
0	
324	2968	7439	1210	7366	
2665	4812	6197	416	3782	
7805	5258	9997	7087	1182	
696	8030	3658	1159	2007	
3842	606	4752	207	316	
0	
0	
8253	5105	8288	1851	7078	
7805	8124	381	8083	1545	
4275	4828	6905	1988	8973	
6495	2075	9821	8124	1926	
1851	6568	7104	8253	8288	
780	2184	6394	9874	244	
127	4890	840	8982	434	
5	9	25	41	112	
768	8242	2043	2193	5122	
5469	526	5684	6998	6273	
8534	3	159	334	2134	
9427	207	316	827	1992	
911	2708	6567	450	1212	
5286	6210	2046	6165	6741	
6883	9866	9539	1192	1623	
5736	6883	627	656	769	
125	133	247	488	1186	
0	
0	
6883	2647	9850	321	614	
0	
8384	15	61	174	317	
840	4235	498	7104	434	
498	4235	4345	4812	6407	
0	
3881	5752	241	1124	8470	
19	7340	1763	1908	1987	
2966	8837	696	268	736	
8384	15	61	317	360	
606	1527	1790	2620	4235	
6314	3650	8206	39	1213	
6661	2657	500	5400	2259	
3842	1207	3346	4412	5258	
915	1648	1967	2132	2240	
5736	627	1058	5907	550	
8030	440	8788	2731	9072	
840	434	383	776	1688	
8384	3071	122	15	61	
606	1527	1790	2620	4235	
6210	2434	5800	6801	1534	
5105	8253	8288	1851	543	
6883	9866	2856	6451	7995	
8124	2075	5105	4107	5778	
2043	2193	5122	6115	4149	
0	
5245	3969	2043	5945	5122	
2043	2193	5122	6115	4149	
5736	1731	2708	1659	2004	
207	316	1992	4386	4487	
0	
849	63	562	682	1625	
8026	655	1	478	911	
0	
768	1731	3650	5736	6050	
911	2708	6567	450	1731	
4890	127	496	497	1370	
2097	4174	4275	1988	8973	
6826	143	207	316	1536	
849	9350	63	196	562	
4982	6661	9092	3658	8973	
7078	1851	5105	6568	8253	
316	1992	4633	3842	4034	
6883	9539	6120	8486	9866	
0	
0	
207	316	1992	3285	3842	
2193	2043	5122	6115	4149	
8384	3071	122	15	61	
2311	4391	8594	8901	16	
2265	3658	4982	5444	9305	
911	2708	6567	450	1731	
17	552	1358	2826	3248	
3650	1213	5202	7465	9992	
268	3650	696	1213	2966	
5469	8253	526	1851	5684	
4391	2311	8288	8901	8594	
0	
2193	4149	2043	3621	5122	
696	5124	7874	840	8030	
3180	5386	6491	8755	3	
0	
0	
4372	1820	7078	1851	6600	
5	1633	2391	2966	3304	
